Resultfile Programm VECTO_CSE 2.0.1-pre2 Comp 04/06/2014
Datafile: ,d:\Work\vecto-cse.git\CSE\bin\Debug\DemoData\DataDemo_HS.csdat

Time,Lat,Long,Heading,v_veh_GPS,v_veh_CAN,vair_ar,beta_ar,n_eng,tq_l,tq_r,t_amb_veh,t_tire,Satelites,Zone (UTM),Lat (UTM),Long (UTM),Sec_ID,Dir_ID,Lat (root),Long (root),dist (root),slope_deg,altitude,v_veh,dist,vair_ic,vair_uf,vair,beta_ic,beta_uf,beta,vwind_ha,vwind,vwind 1s,omega_wh,omega_p_wh,tq_sum,tq_sum_1s,tq_sum_float,t_float,F_trac,F_acc,F_grd,F_res,v_veh_1s,v_veh_avg,a_veh_avg,v_veh_float,t_amp_stat,p_amp_stat,rh_stat,vair_sq
45063,2873.71553564357,456.368384455446,102.029702970297,17.4426534653465,17.9659330693069,4.86542574257426,3.5,1198.75742574257,2.81287128712892,206.476237623762,20,40,10,32,5305599.10359705,395815.026118494,0,0,0,0,0,0,0,17.4426534653465,55.3448563256325,4.86542574257426,5.21847222532579,5.13996129090995,3.5,3.51464020892985,2.82506973880837,0.527592313846085,0.418572925014231,0.406669522879616,34.8704400198989,0.00036001015923975,209.289108910892,517.53312420351,1925.00217451003,5.15990196772575,1642.82961694355,613.127778215396,0,1642.82961694355,17.5785755318106,17.5785755318106,0.0245142088466296,19.1178142073425,24.8,1015.13,38.42,26.4893440254439
45064,2873.71516108911,456.372308019802,121.633663366337,18.7329900990099,19.2949798019802,4.79307920792079,3.5,1236.84158415842,3275.70396039604,3894.82475247525,20,40,10,32,5305598.32155993,395819.90132,0,0,0,0,0,0,0,18.7329900990099,60.3263470572056,4.79307920792079,5.14087605971502,5.15239294031828,3.5,3.51464020892985,2.78101547292153,0.417240689109286,0.331023881682964,0.343099993781059,35.9782632819115,-0.0216726115862332,7170.52871287129,6876.77500245074,4765.45015277531,4.80842693654775,49415.2949809112,12886.7929140589,0,49415.2949809112,18.750318596216,18.750318596216,0.515954318204097,19.7683536198328,24.8,1015.14,38.46,26.6232068282907
45065,2873.71476762376,456.376664455445,114.504950495049,20.8503267326733,21.4758365346535,5.35384158415841,3.5,1082.05940594059,4426.98712871287,4918.32574257426,20,40,10,32,5305597.49476372,395825.315133896,0,0,0,0,0,0,0,20.8503267326732,65.8143892464245,5.35384158415841,5.74232864377099,5.75093211010237,3.5,3.51464020892985,2.78214306893303,0.512481519527578,0.406584559734462,0.410665146359896,31.4758322263954,-0.00828023366251435,9345.31287128713,9391.37919811783,7922.04028741427,4.32124076370259,50763.8483737218,17061.6387427758,0,50763.8483737218,20.8837753161454,20.8837753161454,0.68266727662865,21.2784664276189,24.8,1015.15,38.5,33.2193764889344
45066,2873.71439970297,456.381591683168,103.811881188119,23.6485742574258,24.3580314851485,6.33949504950495,3.5,1224.74257425743,5643.14356435644,4856.69900990099,20,40,10,32,5305596.70245546,395831.440859826,0,0,0,0,0,0,0,23.6485742574257,71.9851977447743,6.33949504950495,6.79950339164528,6.7500364560657,3.5,3.51464020892985,2.80533497852456,0.60667003602393,0.48131036945149,0.471653585570783,35.6263173502387,0.108795070122254,10499.8425742574,10180.2491716498,9999.68900924259,3.81078123260244,56656.5788263876,19493.9753933099,0,56656.5788263876,23.6166262131163,23.6166262131163,0.777559934211245,23.6775876603193,24.8,1015.16,38.54,45.6629584446284
45067,2873.71417178218,456.38719019802,62.8217821782178,26.2680792079208,27.0561215841584,6.7060198019802,3.49831683168317,1750.9603960396,5831.39603960396,4760.7702970297,20,40,10,32,5305596.15438854,395838.407514716,0,0,0,0,0,0,0,26.2680792079207,78.92714370187,6.7060198019802,7.19262402319653,7.21210310491497,3.49831683168317,3.51295704061302,2.77892122203186,0.584549672957385,0.463760862326104,0.474862434426262,50.9333733048583,0.113043190001283,10592.1663366337,10675.5991863543,10540.5955845128,3.42934213818233,74364.1241313794,20010.8603297774,0,74364.1241313794,26.3218402117439,26.3218402117439,0.79767097996928,26.455728113852,24.8,1015.17,38.58,52.107466635745
45068,2873.71424693069,456.393408217822,45,29.4496138613861,30.3331022772277,7.37959405940594,3.48425742574257,1949.73762376238,5691.66039603961,4608.91287128713,20,40,10,32,5305596.15379034,395846.156042225,0,0,0,0,0,0,0,29.4496138613861,86.6674224697468,7.37959405940594,7.91507437801602,7.96766625604702,3.48425742574257,3.49889763467243,2.75735459915671,0.702219859513567,0.557116191585431,0.571643957649778,56.7155684744398,-0.00302408533761395,10300.5732673267,10845.6230467601,11050.0758604503,3.05851204370077,71549.4778212934,20840.1393119087,0,71549.4778212934,29.4045261248896,29.4045261248896,0.83361925301441,29.3806209675731,24.8,1015.18,38.62,63.7187383630124
45069,2873.71466633663,456.40024990099,45,32.3734752475247,33.3446795049505,7.67476787679208,2.84257425742574,1677.32178217822,6678.13564356435,5405.28910891089,20,40,10,32,5305596.77686495,395854.692997067,0,0,0,0,0,0,0,32.3734752475247,95.2442682343233,7.67476787679208,8.23166668651521,8.38669996296925,2.84257425742574,2.8572144663556,2.2429357070482,1.05612598149287,0.837892686560177,0.791821864520874,48.7913128573818,-0.044065243490946,12083.4247524752,11610.4314282913,11122.3540851226,2.78274922691005,65666.3740736627,22060.0203777875,0,65666.3740736627,32.4049632388981,32.4049632388981,0.88338697731159,32.437064069567,24.8,1015.19,38.66,70.8149968132524
45070,2873.71566188119,456.407659405941,45,35.5237326732673,36.5894446534654,8.16377227722772,2.84386138613861,1771.67821782178,6046.54158415841,4861.73267326733,20,40,10,32,5305598.45439439,395863.956562635,0,0,0,0,0,0,0,35.5237326732673,104.693767409241,8.16377227722772,8.75615437099589,8.98344614661065,2.84386138613861,2.85850159506847,2.22764803891828,1.32871037660673,1.05415142381185,1.17454598021573,51.5360303114256,0.0346329773188644,10908.2742574257,10854.2809136359,10747.4408079219,2.53485700543542,56967.2423292508,19415.7642611732,0,56967.2423292508,35.4833648661895,35.4833648661895,0.775980568353869,35.3693915540162,24.8,1015.19873762376,38.7088366336634,81.01565428355
45071,2873.7173209901,456.415469009901,45,38.1222475247525,39.2659149504951,7.5911001100297,2.48425742574257,1904.91089108911,5201.8702970297,4241.49405940594,20,40,10,32,5305601.35209418,395873.740716808,0,0,0,0,0,0,0,38.1222475247524,114.927274449945,7.5911001100297,8.14192779415396,8.64515263591309,2.48425742574257,2.49889763467243,1.899132481782,2.53096242362762,2.00797531911729,1.90600291687116,55.4116116776734,0.0458652942871447,9443.36435643564,9377.67778649152,9541.07893755559,2.36186389099669,49419.2157357051,17043.4932436644,0,49419.2157357051,38.0946113126164,38.0946113126164,0.680874151771607,38.0180639719237,24.8,1015.2,38.81,75.4561440200544
45072,2873.71959752475,456.423514158416,45,40.3336237623762,41.5436324752475,7.92259515952476,1.75594059405941,1681.10891089109,4794.61683168317,3922.94851485148,20,40,10,32,5305605.38820058,395883.838919644,0,0,0,0,0,0,0,40.3336237623762,125.83476050605,7.92259515952476,8.49747688690564,9.05423997746881,1.75594059405941,1.77058080298926,1.35146731018566,2.78308406196629,2.20799963495595,2.28264990556206,48.9014759661091,-0.14335604540927,8717.56534653465,8845.12846779727,8966.11675011021,2.23206628352583,37614.7261002921,15869.3280202153,0,37614.7261002921,40.3681407705127,40.3681407705127,0.637097125554134,40.4033812338828,24.8,1015.2,38.92,82.4906015451637
45073,2873.72245316832,456.431702376238,45,42.7346336633663,44.0166726732673,7.31107315731683,0.608415841584159,1499.69306930693,4951.00297029703,4039.59801980198,20,40,10,32,5305610.49381738,395894.134684714,0,0,0,0,0,0,0,42.7346336633663,137.379520654565,7.31107315731683,7.84158144166774,8.6715324404311,0.608415841584159,0.623056050514016,0.454354737185873,4.06932831335132,3.22845994958828,3.18540863326863,43.6243030479091,0.0294488310258119,8990.60099009901,9023.27682580139,8951.54003740271,2.10649561869152,33037.0190306022,16861.2242526499,0,33037.0190306022,42.7534517204195,42.7534517204195,0.674058371183653,42.7667814925555,24.8,1015.2,39.03,75.4560763127852
45074,2873.72586950495,456.440067029703,45,45.1958811881188,46.5517576237624,7.73014136410891,1.45970297029703,1597.20792079208,4791.67821782178,3861.73366336634,20,40,10,32,5305616.63408341,395904.668956111,0,0,0,0,0,0,0,45.1958811881188,149.600072194719,7.73014136410891,8.29105820143522,9.16949433887942,1.45970297029703,1.47434317922689,1.07225153906451,4.30167397589142,3.41279471154644,3.37219857533776,46.460895094591,0.0270727639748295,8653.41188118812,8651.08410940104,8642.14004141499,1.99167612994991,32022.5475497845,16268.0212858928,0,32022.5475497845,45.1841634153514,45.1841634153514,0.65035971418924,45.1670534048965,24.8,1015.2,39.14,84.2220277060434
45075,2873.72981811881,456.44855029703,45,47.5485742574257,48.9750314851485,9.04036743676238,0.059009900990099,1682.53465346535,4612.22772277228,3665.18217821782,20,40,9.99009900990099,32,5305623.75766311,395915.368747898,0,0,0,0,0,0,0,47.5485742574257,162.478617079208,9.04036743676238,9.69635729154572,10.4194359623569,0.059009900990099,0.0736501099199562,0.0663792020301575,3.56742820228602,2.83027030193761,2.82740978786047,48.9429491364535,0.0158404470065492,8277.4099009901,8276.2241446917,8282.69020585505,1.89319115750074,30672.7713691861,15648.1083311821,0,30672.7713691861,47.5116704244681,47.5116704244681,0.625714799202697,47.4785018926158,24.8,1015.2,39.25,109.214742760054
45076,2873.73413712871,456.457286930693,45,49.7068514851485,51.198057029703,10.2835841584158,1.23891089108911,1761.78217821782,4372.16039603961,3581.49801980198,20,40,10,32,5305631.56167081,395926.396511688,0,0,0,0,0,0,0,49.7068514851485,175.982517684268,10.2835841584158,11.0297846780208,11.60115283568,1.23891089108911,1.25355110001897,0.951199320361978,2.85588126357,2.26575433836697,2.30500800057659,51.2481661880975,0.0244086887964553,7953.65841584159,7949.3492304676,7946.06274423283,1.81103568341257,29523.6240715303,15574.1919857035,0,29523.6240715303,49.7068269777472,49.7068269777472,0.622641843392251,49.7092247111726,24.8,1015.2,39.36,134.867325278491
45077,2873.73868415842,456.466380495049,45,51.8797623762376,53.4361552475247,10.3548014301386,2.02910891089109,1842.38118811881,4094.04356435644,3384.25247524753,20,40,10,32,5305639.78005248,395937.876499744,0,0,0,0,0,0,0,51.8797623762375,190.10125390539,10.3548014301386,11.1061696387852,11.7861760436739,2.02910891089109,2.04374911982094,1.53783087075475,3.3826422433764,2.68366771260398,2.6845974383419,53.5926963491305,0.0254167172423267,7478.29603960396,7498.11592000784,7482.29556719259,1.73507368213785,27810.0798201499,14646.1691707112,0,27810.0798201499,51.8796720909714,51.8796720909714,0.585506322909526,51.8744896241267,24.8,1015.2,39.47,139.437852830387
45078,2873.74349247525,456.475755742574,45,53.8962277227723,55.5131145544555,11.7786138613861,1.38792079207921,1906.40594059406,3833.38118811881,3192.32673267327,20,40,10,32,5305648.47612323,395949.716080955,0,0,0,0,0,0,0,53.8962277227722,204.803741611661,11.7786138613861,12.6332971749271,13.1131279437836,1.38792079207921,1.40256100100907,1.07877912798863,2.4935356280797,1.97828223437123,1.9985198299027,55.4551009049096,0.00770421740773075,7025.70792079208,7008.68628565827,6960.00737261771,1.67005789965087,26024.2108566603,13099.1689035576,0,26024.2108566603,53.892275169101,53.892275169101,0.523864762713893,53.8764270465305,24.8,1015.2,39.58,172.705329359691
45079,2873.74852980198,456.485396435644,45,55.6813366336634,57.3517767326733,12.5673069306931,1.77257425742574,1911.74257425743,3393.36633663366,2864.95841584159,20,40,10,32,5305657.59046147,395961.893945406,0,0,0,0,0,0,0,55.6813366336633,220.03124889989,12.5673069306931,13.4792196274004,13.886896114378,1.77257425742574,1.7872144663556,1.38217109746745,2.14963832492964,1.70544637928707,1.6271372513576,55.6103372855738,-0.0983547755043009,6258.32475247525,6361.09944123125,6516.99001572473,1.6164657153241,22440.466478054,11693.8680763452,0,22440.466478054,55.6759160866581,55.6759160866581,0.468916446100058,55.6677429044996,24.8,1015.2,39.69,193.121481249648
45080,2873.75372584159,456.495334851485,45,57.4048514851485,59.126997029703,13.0881782178218,1.63306930693069,1478.63366336634,3453.04554455446,3271.98316831683,20,40,10,32,5305666.99213032,395974.447950124,0,0,0,0,0,0,0,57.4048514851484,235.733395709571,13.0881782178218,14.037886533169,14.4286609889588,1.63306930693069,1.64770951586055,1.2739290394933,2.11494227270408,1.67791976889991,1.66942020270371,43.0117097609467,-0.0396731195482209,6725.02871287129,6612.32992843839,6526.56844962526,1.56796949002693,18161.8658970815,12375.6436529445,0,18161.8658970815,57.4046209195177,57.4046209195177,0.495438900325675,57.401954451939,24.8,1015.2,39.7608663366337,208.439850425924
45081,2873.75904732673,456.505627227723,45,59.1371089108911,60.9112221782178,13.6469900990099,1.23782178217822,1498.83663366337,3238.10792079208,3135.63267326733,20,40,10,32,5305676.61824708,395987.44703703,0,0,0,0,0,0,0,59.137108910891,251.925790511551,13.6469900990099,14.6372470897684,15.0035565196198,1.23782178217822,1.25246199110808,0.976157787997218,2.00950738860875,1.59427149223606,1.69398474596643,43.5993903448897,0.0252727131786308,6373.7405940594,6387.59340260758,6395.44083152749,1.52200911808377,16915.4551217894,11945.4352379351,0,16915.4551217894,59.1414301539064,59.1414301539064,0.477574366347519,59.1454308155263,24.8,1015.2,39.6,225.413663031004
45082,2873.76450821782,456.516229207921,45,60.813,62.63739,13.4387909791089,0.842673267326733,1551.31188118812,3208.43663366336,3055.0702970297,20,40,10,32,5305686.49566987,396000.836412777,0,0,0,0,0,0,0,60.8129999999999,268.594184433443,13.4387909791089,14.4139405628527,14.9228675066702,0.842673267326733,0.857313476256589,0.6681586465875,2.64344827854623,2.09721758455663,2.06950160684788,45.1258334200663,0.0035280995605496,6263.50693069307,6258.02070385256,6257.57317923886,1.48002677305373,16732.6604814688,11453.363100213,0,16732.6604814688,60.8271035192627,60.8271035192627,0.458100513021595,60.8290535300503,24.8,1015.2,39.4,223.445987387958
45083,2873.77011237624,456.527128415842,45,62.4877425742574,64.3623748514852,14.0711188118812,1.53415841584158,1592.11386138614,3163.06237623762,2945.7702970297,20,40,10,32,5305696.6318318,396014.600785232,0,0,0,0,0,0,0,62.4877425742574,285.723206518151,14.0711188118812,15.0921515575757,15.5567349053313,1.53415841584158,1.54879862477144,1.19447024544574,2.4438073557148,1.93882959665567,1.86312982622064,46.3127149130479,0.0109443088408885,6108.83267326732,6107.42738947162,6104.72884117555,1.44035067311735,16299.149065971,11093.898611927,0,16299.149065971,62.4765724928928,62.4765724928928,0.443650676948897,62.4699733147398,24.8,1015.2,39.2,242.444350776969
45084,2873.77585188119,456.538327524753,45,64.0672475247524,65.9892649504951,15.5013861386139,1.45485148514851,1631.29702970297,3074.25940594059,2855.92574257426,20,40,10,32,5305707.0120035,396028.743216338,0,0,0,0,0,0,0,64.0672475247524,303.30045360286,15.5013861386139,16.626202371266,16.8642463885576,1.45485148514851,1.46949169407837,1.14578453503527,1.58670760113095,1.25883722017499,1.32057137474716,47.4525070772009,0.0133203758918709,5930.18514851485,5935.87296343496,5939.00159388815,1.40484475854691,15812.613170019,10951.9117322387,0,15812.613170019,64.0586425840603,64.0586425840603,0.437948621594824,64.0547376917088,24.8,1015.2,39,284.842493070898
45085,2873.78171336634,456.549838316832,45,65.5976633663366,67.5655932673267,15.9349702970297,-0.0363366336633663,1668.52475247525,3028.45841584158,2771.65643564356,20,40,10,32,5305717.61116424,396043.277933403,0,0,0,0,0,0,0,65.5976633663365,321.31203910891,15.9349702970297,17.0912483934949,17.3213128939172,-0.0363366336633663,-0.0216964247335088,-0.0138534085350831,1.59362053538964,1.26432169566327,1.21171725851892,48.5354176361941,0.00122403454141516,5800.11485148515,5801.88830506813,5800.60997040049,1.37206511362855,15449.6571975277,10590.0780147676,0,15449.6571975277,65.5943659445151,65.5943659445151,0.423591369037888,65.5959503146344,24.8,1015.2,38.8,300.513682680986
45086,2873.78773653465,456.561596039604,45,67.1118415841584,69.1251968316832,16.4311386138614,1.04445544554455,1706.85643564356,2976.68415841584,2694.16732673267,20,40,10,32,5305728.50431329,396058.125594556,0,0,0,0,0,0,0,67.1118415841583,339.747285643564,16.4311386138614,17.6234198246229,17.8297980289794,1.04445544554455,1.05909565447441,0.829374293328762,1.56845876179391,1.24435924189715,1.3178098314512,49.6504411013915,0.013176371828175,5670.85148514852,5673.30808744241,5675.09118014536,1.34110395542215,15103.378241341,10253.487851089,0,15103.378241341,67.1082676208214,67.1082676208214,0.410012907231317,67.1038655697846,24.8,1015.2,38.6,318.368859769657
45087,2873.7939380198,456.573556732673,45,68.5492871287129,70.6057657425743,16.4831287128713,-0.248019801980198,1745.31683168317,2922.21089108911,2652.18118811881,20,40,10,32,5305739.72325046,396073.231988952,0,0,0,0,0,0,0,68.5492871287128,358.591680280527,16.4831287128713,17.6791824447984,17.9563991961908,-0.248019801980198,-0.233379593050341,-0.188057459667558,1.79439649918311,1.42361018458181,1.41558298761253,50.769208672245,0.0168484754524205,5574.39207920792,5571.49784334869,5571.88481047187,1.31297946484267,14862.8005869786,9980.28787712971,0,14862.8005869786,68.5528604058425,68.5528604058425,0.399049929745468,68.552214431489,24.8,1015.2,38.4,322.92633011474
45088,2873.80028118812,456.585755049505,45,69.977702970297,72.0770340594059,16.6199405940594,1.24920792079208,1781.56435643564,2874.87722772277,2610.41584158416,20,40,10,32,5305751.19934238,396088.639058605,0,0,0,0,0,0,0,69.9777029702969,377.833639548954,16.6199405940594,17.8259217107638,18.1549053619489,1.24920792079208,1.26384812972194,0.980423398269721,2.00152593889231,1.58793929469264,1.5172175630686,51.8236064266263,0.0151924287199176,5485.29306930693,5488.09975492599,5487.73997230889,1.28617579565879,14623.8889806892,9701.90241497917,0,14623.8889806892,69.974965003431,69.974965003431,0.387930377196127,69.9736236928764,24.8,1015.2,38.2,330.052358797575
45089,2873.80675316832,456.598201287129,45,71.3499405940594,73.4904388118812,16.8935742574258,0.355148514851485,1816.07920792079,2827.49405940594,2567.2396039604,20,40,10,32,5305762.90851841,396104.359197435,0,0,0,0,0,0,0,71.3499405940593,397.46623061056,16.8935742574258,18.1194108621234,18.467094417996,0.355148514851485,0.369788723781342,0.28814209465169,1.99764689003866,1.58486179567999,1.64265984379325,52.8276027587142,0.00439212394272501,5394.73366336634,5394.03542789923,5394.19243073144,1.26143204763256,14379.6065180053,9572.20269059845,0,14379.6065180053,71.3538167826683,71.3538167826683,0.382846452962122,71.3550119141756,24.8,1015.2,38,341.525674633781
45090,2873.81336247525,456.610872673267,45,72.7118415841584,74.8931968316832,17.5443465346535,1.17584158415842,1851.84653465347,2775.71188118812,2514.89504950495,20,40,10,32,5305774.86706414,396120.36431817,0,0,0,0,0,0,0,72.7118415841583,417.479103327831,17.5443465346535,18.8174046726154,19.0983483179539,1.17584158415842,1.19048179308827,0.932879354770352,1.82629480423766,1.44891716214626,1.5063081860967,53.8680321189171,0.0159844510702451,5290.60693069307,5293.07847269876,5293.43543594945,1.23779802794376,14110.4486578314,9163.24238225645,0,14110.4486578314,72.7117278698166,72.7117278698166,0.366376117809801,72.7101403210174,24.8,1015.2,37.8265099009901,365.182425302086
45091,2873.8200890099,456.623789306931,45,74.010297029703,76.2306059405941,16.8854240923762,-0.0856435643564355,1884.28217821782,2723.27326732673,2477.78316831683,20,40,10,32,5305787.037301,396136.678784126,0,0,0,0,0,0,0,74.0102970297029,437.860126375136,16.8854240923762,18.1106693023519,18.6124674035039,-0.0856435643564355,-0.0710033554265784,-0.0585054243476849,2.6731603467759,2.12079007979723,2.06059060144313,54.8115467442526,0.00691219505740329,5201.05643564357,5196.82670326439,5196.16718862574,1.21607791378449,13867.3474936008,9016.90618311869,0,13867.3474936008,74.0120081364571,74.0120081364571,0.360610070908087,74.0126391197877,24.8,1015.2,37.81,346.852143476367
45092,2873.82697792079,456.636879207921,45,75.2872574257426,77.5458751485148,17.2303300328713,-0.166831683168317,1914.70297029703,2685.30792079208,2401.56435643564,20,40,10,32,5305799.50447567,396153.214431346,0,0,0,0,0,0,0,75.2872574257425,458.600074092408,17.2303300328713,18.4806024112007,18.979049788317,-0.166831683168317,-0.15219147423846,-0.115655507686277,2.66773970243322,2.11648953390521,2.1554308293713,55.6964517156639,0.0188645323441631,5086.87227722772,5085.14411332222,5085.2705693946,1.19544652428607,13547.5823059039,8533.75290912298,0,13547.5823059039,75.2845498480541,75.2845498480541,0.341168894117135,75.2831127622311,24.8,1015.2,37.82,360.698871218773
