Resultfile Programm VECTO-CSE 2.01 Comp 12.05.2014
Datafile: ,J:\TE-Em\Projekte\I_2012_08_HDV_CO2_LOT3\Arbeitsordner\CSE\Release_Packages\2.01\Test\WorkingDir\DemoData\DataDemo_LS2.csdat

Time,Lat,Long,Heading,v_veh_GPS,v_veh_CAN,vair_ar,beta_ar,n_eng,tq_l,tq_r,t_amb_veh,t_tire,Satelites,Zone (UTM),Lat (UTM),Long (UTM),Sec_ID,Dir_ID,Lat (root),Long (root),dist (root),slope_deg,altitude,v_veh,dist,vair_ic,vair_uf,vair,beta_ic,beta_uf,beta,vwind_ha,vwind,vwind 1s,omega_wh,omega_p_wh,tq_sum,tq_sum_1s,tq_sum_float,t_float,F_trac,F_acc,F_grd,F_res,v_veh_1s,v_veh_ave,a_veh_ave,v_veh_float,t_amp_stat,p_amp_stat,rh_stat,vair_sq
47199,2873.9342219802,456.846799207921,45,14.8978613861386,15.3447972277228,2.70424752475247,-0.845445544554456,742.851485148515,310.645729215842,329.697170057426,20,40,11,32,5305993.45759846,396418.275906225,0,0,0,0,0,0,0,14.8978613861386,37.6409910326706,2.70424752475247,2.90047394513522,3.15548055302361,-0.845445544554456,-0.830805335624598,-0.546311848497719,1.36875456319559,1.08592105325949,1.10669441423475,8.64346951278089,-0.00077762194395787,640.342899273268,639.908895985756,630.402909564169,6.04114754064187,1337.46798551576,165.141940177881,0,1337.46798551576,14.8969081462602,14.8969081462602,0.00661155224433201,14.9057856471797,25.5,1014.9,36.9000000000001,10.6400940975006
47200,2873.93558732673,456.849396237624,45,14.9291485148515,15.377022970297,4.03963366336634,0.74940594059406,744.613861386139,325.014619614852,326.60490739901,20,40,11,32,5305995.92862163,396421.556290469,0,0,0,0,0,0,0,14.9291485148515,41.7820035189192,4.03963366336634,4.33275877346237,4.29347984161968,0.74940594059406,0.764046149523918,0.621164553040043,0.688095146474989,0.545910148024174,0.593444876596741,8.66397569145119,0.000892825194914591,651.619527013861,650.712339816939,630.911410105987,6.02849979508018,1361.38437125168,213.280898712983,0,1361.38437125168,14.9255824919125,14.9255824919125,0.00852449106296395,14.9186034762062,25.5,1014.9,36.9075742574258,18.7335696486431
47201,2873.93698287129,456.85195029703,45,14.9424752475247,15.3907495049505,3.65706930693069,1.05584158415842,744.346534653465,330.176114925743,312.843146394059,20,40,11,32,5305998.45654451,396424.784150065,0,0,0,0,0,0,0,14.9424752475247,45.9319225508224,3.65706930693069,3.92243466739498,3.96858162549916,1.05584158415842,1.07048179308827,0.915031693092922,0.728106574391684,0.577653787909671,0.582401213125633,8.66086520367536,-0.00158404470065492,643.019261319802,642.472953942564,630.568195660775,6.02310977145439,1341.73588697388,128.946929204497,0,1341.73588697388,14.9454815214194,14.9454815214194,0.00516970013833548,14.9364472941036,25.5,1014.9,36.96,16.1929685845058
47202,2873.93838712871,456.854494455446,45,14.9564158415841,15.4051083168317,3.83822772277228,1.36861386138614,745.069306930693,321.384760165347,301.064386651485,20,40,11,32,5306001.00082976,396427.999963367,0,0,0,0,0,0,0,14.9564158415841,50.0855559116585,3.83822772277228,4.11673835456895,4.12359628955563,1.36861386138614,1.383254070316,1.077984870713,0.457041271921343,0.362600244582318,0.418247367804442,8.6692750409952,0.00181445120256836,622.449146816832,622.765991734007,629.673851560589,6.01750500611247,1298.85178994487,-19.470675760469,0,1298.85178994487,14.9566746397412,14.9566746397412,-0.000792405973271236,14.955657060115,25.5,1014.9,37.02,17.2122610038016
47203,2873.93979425743,456.857042673267,45,14.9653465346535,15.4143069306931,3.83647524752475,0.616930693069307,745.455445544554,306.723286346535,302.097965552475,20,40,11,32,5306003.55034462,396431.220925879,0.97029702970297,0.97029702970297,5148399.30752813,384656.257632475,1.94111452533453,0,0,14.9653465346534,54.2397501085782,3.83647524752475,4.11485871568664,4.12268186663296,0.616930693069307,0.631570901999164,0.487008064495368,0.889342963231702,0.705572988254935,0.648264283914241,8.67376796778251,-0.000720020318479509,608.82125189901,609.70994336467,629.055096427493,6.01392340128442,1270.32739979813,141.703694380427,0,1270.32739979813,14.9616502303695,14.9616502303695,0.00567346338594221,14.971840635188,25.5,1014.9,37.08,17.5516822635468
47204,2873.94120217822,456.859594950495,45,14.9892475247525,15.438924950495,4.67934653465347,2.58346534653465,746.420792079208,299.671384894059,314.993615426733,20,40,11,32,5306006.10123771,396434.446968462,1,1,5306005.92624673,396434.589525521,6.05103117161141,0,0,14.9892475247524,58.4004287664439,4.67934653465347,5.01889068208112,4.84120372272496,2.58346534653465,2.59810555546451,2.12905394495165,0.896273494326387,0.71107142444529,0.719967373531082,8.68500028475079,0.000748821131218688,614.665000320792,615.308479494696,629.296387399037,6.00432459995128,1282.13340159559,228.910815206063,0,1282.13340159559,14.9921498872659,14.9921498872659,0.00915079131675812,14.9825572800915,25.5,1014.9,37.14,23.5179164124958
47205,2873.94261336634,456.862155346535,45,15.0066237623762,15.4568224752475,4.68379207920792,2.8590099009901,747.118811881188,306.712541479208,327.895135249505,20,40,11,32,5306008.65800327,396437.683229977,1,1,5306008.53089895,396437.786775995,10.1749399659988,0,0,15.0066237623762,62.5672939204593,4.68379207920792,5.02365880557356,4.84592775352353,2.8590099009901,2.87365010991995,2.35615628772597,0.896598268131984,0.711329088399463,0.716600039753733,8.69312211394323,-0.00112323169682803,634.607676728713,634.414331825615,630.212833434829,5.99737246664263,1323.43282035226,-26.6245334849506,0,1323.43282035226,15.0062014508381,15.0062014508381,-0.00105654129769425,14.9953899919761,25.5,1014.9,37.2,23.5457800123887
47206,2873.94402376238,456.864724059406,45,15.0010693069307,15.4511013861386,4.63250495049505,2.35574257425743,746.905940594059,321.373149209901,328.940927193069,20,40,11,32,5306011.21311749,396440.929822116,1,1,5306011.13995107,396440.989427422,14.3058150688536,0,0,15.0010693069307,66.7352022262899,4.63250495049505,4.96865016483676,4.8021161743489,2.35574257425743,2.37038278318728,1.94014736658284,0.838595368324311,0.665311656388716,0.667071012885275,8.69064524404767,0.00112323169682803,650.31407640297,649.461667837791,630.951481592493,5.99959460156472,1356.30731665258,-12.620266972381,0,1356.30731665258,14.9995080874424,14.9995080874424,-0.000513293903646921,15.0088650780221,25.5,1014.9,37.26,23.1057958069247
47207,2873.94542584158,456.867297029703,45,15.018702970297,15.4692640594059,4.68385148514852,2.38485148514851,747.391089108911,330.174312951485,317.169494970297,20,40,11,32,5306013.7527327,396444.181438148,1,1,5306013.74528046,396444.187509146,18.4307960344039,0,0,15.018702970297,70.9029651525825,4.68385148514852,5.02372252214584,4.84667890918012,2.38485148514851,2.39949169407837,1.96466257127688,0.894653503922113,0.709786181836146,0.678863238871698,8.69629020334455,-0.00123843494778476,647.343807921782,646.616036196216,630.834413272057,5.9925473782947,1349.40491388603,212.370350067835,0,1349.40491388603,15.0186313106558,15.0186313106558,0.00850406822860764,15.0181938124895,25.5,1014.9,37.32,23.5383149508155
47208,2873.94683178218,456.869885742574,45,15.0345049504951,15.4855400990099,4.26457425742574,2.33683168316832,747.188118811881,325.024283345545,303.403439076238,20,40,11,32,5306016.29915042,396447.452789319,1,1,5306016.36298729,396447.400784371,22.5753740289219,0,0,15.034504950495,75.0780202130886,4.26457425742574,4.57402157440818,4.49089037029891,2.33683168316832,2.35147189209817,1.9020281667478,0.492733031531852,0.390916813696389,0.423423162014333,8.69392853669993,0.00103682925861049,628.427722421782,628.493697503931,629.922963381032,5.98623685209175,1308.23232361964,35.5956375634449,0,1308.23232361964,15.0337296343496,15.0337296343496,0.00141598318247764,15.0263178076075,25.5,1014.9,37.38,20.2395396745767
47209,2873.9482339604,456.872478217822,45,15.033099009901,15.484091980198,4.34718811881188,2.72009900990099,747.40099009901,310.657973860396,300.299207814852,20,40,11,32,5306018.83851666,396450.72869912,1,1,5306018.98011343,396450.613346773,26.7190326028419,0,0,15.033099009901,79.2546292339907,4.34718811881188,4.66263008759502,4.56100693338006,2.72009900990099,2.73473921883084,2.21538714746656,0.576770434336306,0.457589091853803,0.455400500114169,8.6964054065955,-0.00083522356943623,610.957181675247,611.756246379914,629.0497783642,5.98680653184687,1272.34672081915,-38.4506251510467,0,1272.34672081915,15.0355239682384,15.0355239682384,-0.00153171257719922,15.0367901344142,25.5,1014.9,37.44,20.8847488261593
47210,2873.94963326733,456.875078910891,45,15.0419504950495,15.493209009901,4.42388118811881,3.49306930693069,747.331683168317,300.283703189109,310.710817094059,20,40,11,32,5306021.37238241,396454.014747069,1,1,5306021.60000974,396453.829309609,30.8670771578963,0,0,15.0419504950495,83.4308265387211,4.42388118811881,4.74488818241108,4.62661803932498,3.49306930693069,3.50770951586055,2.84510229018174,0.650821611612579,0.516338654839892,0.481773271075955,8.6955989838388,0.000604817067522787,610.994520283168,611.792018203862,629.036912532206,5.98327718367948,1271.55530507427,110.771020065367,0,1271.55530507427,15.0390864621116,15.0390864621116,0.0044263089675316,15.0457592973476,25.5,1014.9,37.5025247524752,21.4853788572527
47211,2873.95103267327,456.877686831683,45,15.0613465346535,15.5131869306931,4.06125742574257,3.4319801980198,747.638613861386,303.439527934653,325.065881354455,20,40,11,32,5306023.90627186,396457.309798577,1,1,5306024.22432432,396457.05069594,35.022117099663,0,0,15.0613465346535,87.6112650150688,4.06125742574257,4.35595160577302,4.31921840888781,3.4319801980198,3.44662040694965,2.75405002901987,0.379400001566789,0.301002429790029,0.326001478873299,8.69917028461846,-0.000921626007653771,628.505409289109,628.568124517636,629.924974002207,5.9755775591789,1306.84077128709,172.877320950953,0,1306.84077128709,15.061122831095,15.061122831095,0.00692197932664634,15.0493731893591,25.5,1014.9,37.58,18.7061602806508
47212,2873.95243564357,456.88029970297,45,15.0636534653465,15.5155630693069,4.17563366336634,3.35861386138614,748.381188118812,317.223997390099,330.166420719802,20,40,11,32,5306026.44665493,396460.611132202,1,1,5306026.8543055,396460.279038117,39.1861288961071,0,0,15.0636534653465,91.7965905101184,4.17563366336634,4.47862724627331,4.41669438296087,3.35861386138614,3.37325407031599,2.70847096494988,0.48473423496515,0.384570853780652,0.384300387244121,8.70781052844022,0.000662418693001148,647.390418109901,646.660690549662,630.901945390652,5.97466059969836,1347.2611751815,-127.449899507353,0,1347.2611751815,15.064031271444,15.064031271444,-0.0051029855460815,15.0534863090402,25.5,1014.9,37.66,19.6015047719887
47213,2873.95383158416,456.882911287129,45,15.0555742574258,15.5072414851485,3.88305940594059,3.5,748.876237623762,328.963733893069,321.323022814852,20,40,11,32,5306028.97404719,396463.910625979,1,1,5306029.47820352,396463.499913111,43.3405092997197,0,0,15.0555742574257,95.9792415827256,3.88305940594059,4.16482312778444,4.1672305049484,3.5,3.51464020892985,2.783419582528,0.409644616516821,0.324997428605074,0.322536204595619,8.71357069098805,-0.000144004063695902,650.286756707921,649.435494521145,631.042378823392,5.9778687224668,1354.90240567479,4.05773878962601,0,1354.90240567479,15.0539204979904,15.0539204979904,0.000163382674900543,15.0597372942262,25.5,1014.9,37.74,17.4573109504908
47214,2873.95525415842,456.885506633663,45,15.0446534653465,15.4959930693069,3.84913861386139,3.5,748.049504950495,327.865277861386,306.66626689604,20,40,11,32,5306031.5511389,396467.19077578,1,1,5306032.11245517,396466.733497354,47.5112824699983,0,0,15.0446534653465,100.16024152772,3.84913861386139,4.12844096501141,4.13774196103218,3.5,3.51464020892985,2.78045685617312,0.365756690662614,0.290178313512806,0.306899445407963,8.70395121953317,0.000403211378348525,634.531544757426,634.341394461788,630.235173747844,5.98220108877817,1321.57063786926,18.0809615503553,0,1321.57063786926,15.0492668365846,15.0492668365846,0.000720245291858835,15.0545830819645,25.5,1014.9,37.82,17.1696494075678
47215,2873.9567170297,456.888068514852,45,15.0873465346535,15.5399669306931,4.09562376237624,3.5,747.638613861386,314.938544687129,299.671506759406,20,40,11,32,5306034.20362433,396470.430576103,1,1,5306034.75702443,396469.979746612,51.6983913533332,0,0,15.0873465346535,104.34390142871,4.09562376237624,4.39281164283816,4.34991411203596,3.5,3.51464020892985,2.81043385860924,0.446580201814021,0.354300804657425,0.335432095446212,8.69917028461846,-8.6402438217541E-05,614.610051446535,615.25583635725,629.180321873051,5.96528699487375,1275.76662836152,102.299622563596,0,1275.76662836152,15.0796482697775,15.0796482697775,0.00409273600626807,15.0525558240342,25.5,1014.9,37.9,18.9957487953658
47216,2873.95814118812,456.890667326733,45,15.0336930693069,15.4847038613861,3.88643564356436,3.35910891089109,747.465346534653,302.068313250495,306.769692614852,20,40,11,32,5306036.78357666,396473.715089248,1,1,5306037.39455385,396473.217354362,55.8743541624037,0,0,15.0336930693069,108.530255746642,3.88643564356436,4.1684443529758,4.16887095206021,3.35910891089109,3.37374911982094,2.67464456892656,0.373476494983779,0.296302930931304,0.303864472735921,8.69715422772672,0.000403211378348525,608.838005865346,609.725994308774,628.94765637729,5.98660082402195,1268.00184448555,-366.718783662197,0,1268.00184448555,15.0380583276149,15.0380583276149,-0.0146717642061247,15.0538439799037,25.5,1014.9,37.98,17.4368606431853
47217,2873.9595590099,456.893248613861,45,15.0327128712871,15.4836942574258,3.58688118811881,3.49950495049505,747.079207920792,301.087414968317,321.434785125743,20,40,11,32,5306039.35218482,396476.977559359,1,1,5306040.01676397,396476.436157437,60.0260621422679,0,0,15.0327128712871,112.702136494717,3.58688118811881,3.8471535372438,3.91391620145233,3.49950495049505,3.5141451594249,2.74183119568062,0.495485405003451,0.393100448644253,0.376862822715147,8.69266130093941,4.12211519043994E-19,622.522200094059,622.835979590746,629.644104915764,5.9869759001815,1295.89051386576,259.19961649204,0,1295.89051386576,15.0314756396432,15.0314756396432,0.0103679922447725,15.0561739207719,25.5,1014.9,38.06,15.3858382410301
47218,2873.96095366337,456.895869108911,45,15.0679306930693,15.5199686138614,3.62953465346535,3.5,748.341584158416,312.89768320297,330.183765864356,20,40,11,32,5306041.87700295,396480.288095559,1,1,5306042.64504233,396479.662409366,64.1873778767418,0,0,15.0679306930693,116.884323705938,3.62953465346535,3.89290203614227,3.9522267186356,3.5,3.51464020892985,2.74783131171454,0.455924403901391,0.361714161328833,0.380674859811951,8.70734971543639,0.000230406501913443,643.081449067327,642.532532197412,630.680364037187,5.97296807356021,1337.83537414289,43.3389105671867,0,1337.83537414289,15.0660092147829,15.0660092147829,0.00173185635395308,15.0566291262986,25.5,1014.9,38.14,15.6759825348052
47219,2873.9623,456.898534059406,45,15.0645544554456,15.5164910891089,3.42829702970297,3.45386138613861,748.737623762376,326.64081180099,324.972862295049,20,40,11,32,5306044.31133014,396483.652398685,1,1,5306045.26355075,396482.876668552,68.3332250126431,0,0,15.0645544554455,121.069031874255,3.42829702970297,3.67706214753699,3.78082837606038,3.45386138613861,3.46850159506847,2.68195885123473,0.596014793151597,0.472856879780087,0.471295088031231,8.71195784547466,2.06105759521997E-19,651.61367409604,650.706732497098,631.123300042419,5.97430315365589,1356.60522328691,39.9602516842342,0,1356.60522328691,15.0654279972552,15.0654279972552,0.00159842716944953,15.0559473177922,25.5,1014.9,38.22,14.3454582777192
47220,2873.96370623762,456.901146138614,45,15.0627227722772,15.5146044554455,3.23548514851485,3.41039603960396,747.816831683168,329.681431716832,310.592955122772,20,40,11,32,5306046.85779792,396486.952830948,1,1,5306047.89551786,396486.107448472,72.5003810842391,0,0,15.0627227722772,125.253882204288,3.23548514851485,3.47025939276703,3.61669023172742,3.41039603960396,3.42503624853381,2.61678580488323,0.75757453838692,0.60103261955675,0.626522937187487,8.70124394313568,-0.00123843494778476,640.274386839604,639.843258432899,630.533783016247,5.97502518562454,1331.5286984935,-20.9933094067336,0,1331.5286984935,15.0638807960004,15.0638807960004,-0.000830528597415389,15.0648908349966,25.5,1014.9,38.2924257425743,13.1165232210808
47221,2873.96507346535,456.903792871287,45,15.0622178217822,15.5140843564356,2.77327722772277,3.4650495049505,747.455445544554,319.224011010891,300.264864686138,20,40,10.970297029703,32,5306049.33123349,396490.295129721,1,1,5306050.51885225,396489.327631605,76.6538691038874,0,0,15.0622178217822,129.438408111878,2.77327722772277,2.97451260212691,3.22338590343725,3.4650495049505,3.47968971388035,2.56688846223602,1.23013468989047,0.975944989712534,0.926035107955234,8.69703902447577,0.00086402438217541,619.48887569703,619.929937956269,629.456532540619,5.97523110920104,1287.71307964645,-6.27196421923428,0,1287.71307964645,15.0651911577296,15.0651911577296,-0.000257327712968142,15.0673234427784,25.5,1014.9,38.32,10.4378733241873
47222,2873.96645524753,456.906412178218,45,15.0751881188119,15.5274437623762,2.89117821782178,3.09178217821782,747.519801980198,304.883054069307,303.48418969901,20,40,10.5049504950495,32,5306051.83224361,396493.60374671,1,1,5306053.13669342,396492.541071731,80.7986597926914,0,0,15.0751881188119,133.623550108578,2.89117821782178,3.10096875924926,3.32452386189709,3.09178217821782,3.10642238714768,2.32002324684367,1.11130458244394,0.881669420587846,0.889930376729714,8.69778784560698,-0.00080642275669705,608.367243768317,609.274986082306,628.870797147532,5.97009096880309,1263.61757847796,56.7267328764036,0,1263.61757847796,15.0704021174395,15.0704021174395,0.00227510374799821,15.0692123185999,25.5,1014.9,38.34,11.1061595344325
47223,2873.96786752475,456.909020990099,45,15.0660297029703,15.5180105940594,2.79014851485149,1.31049504950495,748.064356435644,299.843570551485,317.29109760099,20,40,10.9207920792079,32,5306054.38997742,396496.900301042,1,1,5306055.77125579,396495.775037383,84.9699249159426,0,0,15.0660297029703,137.810213804948,2.79014851485149,2.99260810865499,3.2382251739549,1.31049504950495,1.32513525843481,0.986355621702364,1.20788756981761,0.958294918099178,0.949024983648863,8.7041240244096,0.000547215442044427,617.134668152475,617.674516425429,629.330748407662,5.97371505152319,1283.54722940643,2.1456690792101,0,1283.54722940643,15.07056327811,15.07056327811,8.1691337450638E-05,15.0737414218797,25.5,1014.9,38.36,10.5275541252486
47224,2873.96921029703,456.911695742574,45,15.0726534653465,15.5248330693069,2.9869801980198,2.63168316831683,749.064356435644,308.738838371287,328.991580932673,20,40,11,32,5306056.81749272,396500.276681096,1,1,5306058.39296062,396498.993220204,89.1208328739515,0,0,15.0726534653465,141.9965563242,2.9869801980198,3.2037223514827,3.40601034242696,2.63168316831683,2.64632337724669,1.98442803696527,1.00660931563827,0.798607929902864,0.811985062539409,8.71575955275623,1.37403839681331E-19,637.73041930396,637.406039524272,630.401966293983,5.97109497303617,1327.56618513838,-9.12201216752104,0,1327.56618513838,15.0720300950887,15.0720300950887,-0.000364887973947681,15.0775349670526,25.5,1014.9,38.38,11.6605501810001
47225,2873.97059762376,456.914336336634,45,15.0848514851485,15.537397029703,3.0090297029703,1.56079207920792,748.321782178218,323.390589321782,327.828269276238,20,40,11,32,5306059.32830331,396503.611989649,1,1,5306061.02778156,396502.227503251,93.2925073828079,0,0,15.0848514851485,146.184470268094,3.0090297029703,3.22737181922804,3.42546739465393,1.56079207920792,1.57543228813778,1.19971012309511,0.999589648599336,0.793038776433412,0.75299612507211,8.70711930893447,0.000345609752870164,651.21885859802,650.328484039526,631.113955138088,5.96626747562991,1353.2065742404,178.355599570809,0,1353.2065742404,15.0851585138712,15.0851585138712,0.00713165375943795,15.0774401781332,25.5,1014.9,38.4,11.8429749826403
47226,2873.97196534653,456.91700990099,45,15.0948712871287,15.5477174257426,3.19291089108911,3.2660396039604,747.975247524752,330.328071139604,314.870706009901,20,40,11,32,5306061.80206592,396506.987712931,1,1,5306063.66761357,396505.467937469,97.4721158543719,0,0,15.0948712871287,150.376873045872,3.19291089108911,3.42459584929827,3.58231496191212,3.2660396039604,3.28067981289025,2.4982114769263,0.811902390565266,0.644134399850436,0.685199677072183,8.70308719515099,-2.06105759521997E-19,645.198777149505,644.561014073375,630.808347630387,5.96231167116811,1339.18762831525,-113.313656034613,0,1339.18762831525,15.0930407803156,15.0930407803156,-0.00453250770622006,15.0774396477017,25.5,1014.9,38.42,12.897509288675
47227,2873.97331772277,456.919693861386,45,15.077099009901,15.529411980198,3.34215841584158,0.577029702970297,747.663366336634,323.172995039604,302.032015041584,20,40,10.8514851485149,32,5306064.24717115,396510.375873125,1,1,5306066.30210375,396508.701814502,101.64326667329,0,0,15.077099009901,154.567590180086,3.34215841584158,3.58467311772808,3.70838878075532,0.577029702970297,0.591669911900154,0.473839761233246,0.66478425972134,0.527416121865943,0.531236923925948,8.69945829274586,0.000316808940130984,625.205010081188,625.406214918684,629.751343262544,5.96933989649516,1298.66858936583,-140.961168643843,0,1298.66858936583,15.0742886971865,15.0742886971865,-0.00564078685096234,15.076679981647,25.5,1014.9,38.44,13.8258110392735
